localidad,NOMBRE EFECTOR COMUNITARIO,RNEJyP,CÓDIGO ACTIVIDAD 2014 MODIFICADO,TALLER,nombre_a,calle,numero,partido,provincia,codpostal,distrito,edificio,piso,dpto,barrio,fax
PUERTO DESEADO,PTO.DESEADO,20-002-012-001,,2101 - ALIMENTACIÓN SALUDABLE,C JYP DE PUERTO DESEADO,BELGRANO,237,DESEADO,20,9050,0,,,,,0297-4870334*
RIO GALLEGOS,LA AMISTAD,20-003-010-016,,1406 - ARTES PLÁSTICAS,ASOC C JYP LA AMISTAD,JARAMILLO,25,GUER AIKE,20,9400,0,,,,,02966-432205*
RIO GALLEGOS,LA AMISTAD,20-003-010-016,,1101 - GIMNASIA,ASOC C JYP LA AMISTAD,JARAMILLO,25,GUER AIKE,20,9400,0,,,,,02966-432205*
RIO GALLEGOS,EL DESPERTAR,20-003-010-026,,1101 - GIMNASIA,ASOCIACION CENTRO DE JYP DESPERTAR,CORRIENTES Y STA FE,1008,GUER AIKE,20,9400,0,,,,,REF. 02966-15479302*
RIO GALLEGOS,EL DESPERTAR,20-003-010-026,,1405 - CANTO / CORO,ASOCIACION CENTRO DE JYP DESPERTAR,CORRIENTES Y STA FE,1008,GUER AIKE,20,9400,0,,,,,REF. 02966-15479302*
COMANDANTE LUIS PIEDRABUENA,Ctro de J. y P. Piedra Buena,20-001-002-029,,1404 - MÚSICA,ASOC C JYP NUEVO AMANECER,SAN MARTIN,610,CORPEN AIKE,20,9303,0,,,,,
EL CALAFATE,Ctro J. y P. Koraiken,20-004-001-032,,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,"""CTRO. DE J. KORAIKEN""",RUFINO BANAGAN,863,LAGO ARGENTINO,20,9405,0,,,,,02902-4900865*
EL CALAFATE,Ctro J. y P. Koraiken,20-004-001-032,,1106 - DANZAS,"""CTRO. DE J. KORAIKEN""",RUFINO BANAGAN,863,LAGO ARGENTINO,20,9405,0,,,,,02902-4900865*
EL CALAFATE,Ctro J. y P. Koraiken,20-004-001-032,,1406 - ARTES PLÁSTICAS,"""CTRO. DE J. KORAIKEN""",RUFINO BANAGAN,863,LAGO ARGENTINO,20,9405,0,,,,,02902-4900865*
EL CALAFATE,Ctro J. y P. Koraiken,20-004-001-032,,1401 - LITERATURA,"""CTRO. DE J. KORAIKEN""",RUFINO BANAGAN,863,LAGO ARGENTINO,20,9405,0,,,,,02902-4900865*
PICO TRUNCADO,Ctro.Amigos P Truncado,20-002-010-022,,1106 - DANZAS,C DE RECREACION Y TURISMO DE JP Y R AMIGOS DE PICO TRUNCADO,9 DE JULIO  *,145,PTO DESEADO,20,9015,0,(ENTRE GÜEMES Y VIAMONTE)*,,,,4999234/ 4990254
PUERTO SAN JULIAN,"""Ctro de J. y P. """"San Julian""""""",20-006-002-004,,1101 - GIMNASIA,C JYP SAN JULIAN,AV. CTE. LUIS PIEDRABUENA,669,MAGALLANES,20,9310,0,,,,,02962-452860
PUERTO SAN JULIAN,"""Ctro de J. y P. """"San Julian""""""",20-006-002-004,,1106 - DANZAS,C JYP SAN JULIAN,AV. CTE. LUIS PIEDRABUENA,669,MAGALLANES,20,9310,0,,,,,02962-452860
LAS HERAS,"""Ctro de J. y P. """"Las Heras""""""",20-002-008-008,,1406 - ARTES PLÁSTICAS,CENTRO DE JYP LAS HERAS,SIMON BOLIVAR Y MORENO*,115,PUERTO DESEADO,20,9400,0,,,,,0297-156251327
LAS HERAS,"""Ctro de J. y P. """"Las Heras""""""",20-002-008-008,,1106 - DANZAS,CENTRO DE JYP LAS HERAS,SIMON BOLIVAR Y MORENO*,115,PUERTO DESEADO,20,9400,0,,,,,0297-156251327
LUIS PIEDRA BUENA,C. J. y P. Piedrabuena,20-001-002-028 ,,1106 - DANZAS,ASOC. CENTRO DE JYP. COMANDANTE LUIS PIEDRA BUENA,SIMON BOLIVAR,381,CORPEN AIKE,20,9303,0,,,,,
CALETA OLIVIA,C.JyP. YPF Alegria de Vivir,20-002-003-002,,1106 - DANZAS,CENTRO DE JPYR DE YPF CALETA OLIVIA,DEOCARETS,484,DESEADO,20,9011,0,,,,,
CASTELAR,ZEBALLOS,02-077-002-018,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JPYR ZEBALLOS,REVOREDO,1342,MORON,2,1712,0,,,,,4623-1887*
CASTELAR,ZEBALLOS,02-077-002-018,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JPYR ZEBALLOS,REVOREDO,1342,MORON,2,1712,0,,,,,4623-1887*
HAEDO,JUNTOS SIEMPRE,02-077-008-151,,1106 - DANZAS,C JYP JUNTOS SIEMPRE,RAWSON,436,MORON,2,1708,0,,,,,
ITUZAINGO,ALEGRIA DE VIVIR,02-077-013-770,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP ALEGRIA DE VIVIR,SEGUNDO SOMBRA,2111,MORON,2,1713,0,,,,,4481-8006*
ITUZAINGO,ALEGRIA DE VIVIR,02-077-013-770,,4407 - OTROS,C JYP ALEGRIA DE VIVIR,SEGUNDO SOMBRA,2111,MORON,2,1713,0,,,,,4481-8006*
MORENO,AMOR Y FE,02-076-001-159,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JP Y 3 EDAD AMOR Y FE,MIERO *,974,MORENO,2,1744,3,,,,,0237-463-5542*
MORON,C. J. y P. EL ENCUENTRO,02-077-001-017,,1207 - USO DE TECNOLOGÍAS,C JYP EL ENCUENTRO,AZUL,2810,MORON,2,1708,0,,,,,4645-1300*
MORON,JOSE HERNANDEZ,02-077-001-904,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C RET JYP JOSE HERNANDEZ,ANGORA,556,MORON,2,1708,0,,,,,REF. 4697-9102*
CASTELAR,SAN JUAN BAUTISTA,02-077-002-279,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP SAN JUAN BAUTISTA,MIRO GABRIEL,2860,MORON,2,1712,0,,,,,REF. 4692-3180**
MORON,SAN MIGUEL,02-077-001-084,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP SAN MIGUEL,SOLARI,3043,MORON,2,1708,0,,,,,4697-6459
MORON,SAN MIGUEL,02-077-001-084,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP SAN MIGUEL,SOLARI,3043,MORON,2,1708,0,,,,,4697-6459
MORON,SAN MIGUEL,02-077-001-084,1110 - Danzas tango,1110 - DANZAS TANGO,C JYP SAN MIGUEL,SOLARI,3043,MORON,2,1708,0,,,,,4697-6459
MORON,SAN MIGUEL,02-077-001-084,,4407 - OTROS,C JYP SAN MIGUEL,SOLARI,3043,MORON,2,1708,0,,,,,4697-6459
MORON,VENTURA GIGENA,02-077-001-905,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP VENTURA GIGENA,JOSEFINA DE MARQUEZ,2715,MORON,2,1712,0,,,,,REF. 46972397*
MERLO,MERLO SUR,02-074-001-910,,1101 - GIMNASIA,C MERLO SUR DE JYP DE MERLO, AV. 25 DE MAYO *,1143,MERLO,2,1722,3,,,,,4450-0120*
MERLO,EL REMANSO,02-074-001-602,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP EL REMANSO,RAMIREZ Y LOS PATOS,506,MERLO,2,1722,3,,,,,
LIBERTAD,CORAJE Y VICTORIA,02-074-006-139,,1206 - COMPUTACIÓN,"CENTRO DE JYP ""CORAJE Y VICTORIA""",VICTORIA *,1619,MERLO,2,1716,3,,,,,4892194
CUARTEL V,RENACER,02-076-001-149,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP RENACER,PARIS Y ACEVEDO,S/N,MORENO,2,1744,3,MZNA. 24 - CASA 419,,,,
MORENO,LOMAS DE SAN JOSE (ex volver a vivir),02-076-001-083,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP LOMAS DE SAN JOSE (EX VOLVER A VIVIR),VENEZUELA,5256,MORENO,2,1744,2,,,,,0237-468-5923*
CUARTEL V,RENACER,02-076-001-149,,1101 - GIMNASIA,C JYP RENACER,PARIS Y ACEVEDO,S/N,MORENO,2,1744,3,MZNA. 24 - CASA 419,,,,
CUARTEL V,RENACER,02-076-001-149,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP RENACER,PARIS Y ACEVEDO,S/N,MORENO,2,1744,3,MZNA. 24 - CASA 419,,,,
MORON,JUB. Y PENS. LOS AMIGOS,02-077-001-177,1110 - Danzas tango,1110 - DANZAS TANGO,CIRCULO DE JYP LOS AMIGOS,SANTA CATALINA,1064,MORON,2,1708,0,,,,,
PALOMAR,RENACER,02-077-008-015,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CENTRO TERCERA EDAD RENACER,SOURIGNES Y MOSCONI*,2552,MORON,2,1754,0,,,,,
HURLINGHAM,LUZ DE PRIMAVERA,02-077-006-208,1110 - Danzas tango,1110 - DANZAS TANGO,"CENTRO DE JYP ""LUZ DE PRIMAVERA""",BUSTAMANTE,2261,HURLINGHAM,2,1686,0,,,,,4662-6426*
ITUZAINGO,NUCLEAMIENTO 3ERA EDAD LOS DERECHOS,02-077-007-234,,1406 - ARTES PLÁSTICAS,ASOC. CIVIL NUCLEAMIENTO DE LA 3º EDAD POR LOS DERECHOS DE LA ACIANIDAD,QUIROZ,2174,ITUZAINGO,2,1714,0,,,,,REF. 155-7402474
ITUZAINGO,UNION Y FRATERNIDAD,,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP UNION Y FRATERNIDAD,PAUL GROUSSAC *,2350,MORON,2,1714,0,,,,,4624-6415 *
MORON,MUTUALISTA DEL PARTIDO DE MORON,02-077-001-085,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C MUT JYP DE MORON,SUCRE,464,MORON,2,1708,0,,,,,REF. 4483-0214*
HURLINGHAM,FUERZA Y VOLUNTAD,02-077-011-929,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP FUERZA Y VOLUNTAD,ARENAL,2030,HURLINGHAM,2,1688,0,,,,,4662-5603*
MORON,C. J. DEL PARTIDO DE MORON,02-077-002-005,,1406 - ARTES PLÁSTICAS,C JYP DEL PARTIDO DE MORON,BOUCHARDO,1640,MORON,2,1708,0,,,,,REF. 4645-0445*
SAN ANTONIO DE PADUA,21 DE SEPTIEMBRE,02-074-013-258,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,"CTRO. DE JYP ""21 DE SEPTIEMBRE""",BILLIKEN,160,MERLO,2,1718,0,,,,,REF. 0220-4944410*
SAN ANTONIO DE PADUA,21 DE SEPTIEMBRE,02-074-013-258,,1405 - CANTO / CORO,"CTRO. DE JYP ""21 DE SEPTIEMBRE""",BILLIKEN,160,MERLO,2,1718,0,,,,,REF. 0220-4944410*
SAN ANTONIO DE PADUA,21 DE SEPTIEMBRE,02-074-013-258,1110 - Danzas tango,1110 - DANZAS TANGO,"CTRO. DE JYP ""21 DE SEPTIEMBRE""",BILLIKEN,160,MERLO,2,1718,0,,,,,REF. 0220-4944410*
SAN ANTONIO DE PADUA,21 DE SEPTIEMBRE,02-074-013-258,,1101 - GIMNASIA,"CTRO. DE JYP ""21 DE SEPTIEMBRE""",BILLIKEN,160,MERLO,2,1718,0,,,,,REF. 0220-4944410*
SAN ANTONIO DE PADUA,21 DE SEPTIEMBRE,02-074-013-258,,1408 - ARTESANÍAS / MANUALIDADES,"CTRO. DE JYP ""21 DE SEPTIEMBRE""",BILLIKEN,160,MERLO,2,1718,0,,,,,REF. 0220-4944410*
BARRIO LAS CATONAS,LAS CATONAS,02-076-001-734,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP LAS CATONAS,RUTA 23 MANZANA 7   *,S/Nº,MORENO,2,1744,2,(JUNTO A COMISARIA),,,,0237-407-4113*
MORENO,LAS FLORES,02-076-011-106,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP 3° EDAD LAS FLORES,RAMON FRANCO,6120,TRUJUY,2,1744,3,,,,,0237-4811725/6840*
MORON,MUTUALISTA DEL PARTIDO DE MORON,02-077-001-085,1110 - Danzas tango,1110 - DANZAS TANGO,C MUT JYP DE MORON,SUCRE,464,MORON,2,1708,0,,,,,REF. 4483-0214*
PARQUE GAONA,C.JP.VIRGEN GAUCHA,02-076-024-253,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,"""CENTRO DE JYP VIRGENCITA GAUCHA""",MALVINAS,2502,MORENO,2,1744,0,,,,,
LA REJA,CJYP LA REJA,02-076-001-769,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP LA REJA,ZEBALLOS,3427,MORENO,2,1744,2,,,,,0237-462-5810***
BARRIO LAS CATONAS,CJYP LAS CATONAS,02-076-001-734,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP LAS CATONAS,RUTA 23 MANZANA 7   *,S/Nº,MORENO,2,1744,2,(JUNTO A COMISARIA),,,,0237-407-4113*
TRUJUI,CJYP TRUJUI,02-076-011-330,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE TRUJUI,ECHEVERRIA *,10465,MORENO,2,1774,2,,,,,0237-4015445*
VILLA SARMIENTO,CJYP 20 DE ABRIL,02-077-003-086,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP 20 DE ABRIL,EMILIO MITRE *,866,MORON,2,1706,0,,,,,REF. 4654-5383*
CASTELAR,BARRIO MARINA,02-077-007-069,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP BARRIO MARINA,CASACUBERTA,3801,MORON,2,1712,0,,,,,4692-2373*
HAEDO NORTE,CJYP LOS AMIGOS DE HAEDO NORTE,02-077-008-098,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP LOS AMIGOS DE HAEDO NORTE,DORREGO,2178,MORON,2,1706,0,,,,,4460-0877//4443-3047
MORÓN,CJYP 7 DE SEPTIEMBRE,02-077-001-185,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C. DE JYP. 7 DE SETIEMBRE,SALDIAS,285,MORÓN,2,1708,0,,,,,
MORON,CJYP LOS AMIGOS,02-077-001-177,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CIRCULO DE JYP LOS AMIGOS,SANTA CATALINA,1064,MORON,2,1708,0,,,,,
FRANSICO ALVAREZ,CJYP FRANCISCO ALVAREZ,02-076-004-907,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE FRANCISCO ALVAREZ,SALTO*,1068,MORENO,2,1746,2,,,,,0237-4871434
MORON,JOS╔ HERN┴NDEZ,02-077-001-904,1101 - Gimnasia,1101 - GIMNASIA,C RET JYP JOSE HERNANDEZ,ANGORA,556,MORON,2,1708,0,,,,,REF. 4697-9102*
MORENO,BARRIO PQUE PASO DEL REY,02-076-009-742,1101 - Gimnasia,1101 - GIMNASIA,C JYP BARRIO PQUE PASO DEL REY,BELGRANO,3873,MORENO,2,1742,2,,,,,REF. 02374685070*
MORON,CJYP SOBERANIA NACIONAL,02-077-001-494,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP SOBERANIA NACIONAL,VICENTE LOPEZ,2127,MORON,2,1708,0,,,,,4696-8954*
MORON,TIEMPO DE VIDA,02-077-001-800,1101 - Gimnasia,1101 - GIMNASIA,C JYP TIEMPO DE VIDA,CURUPAYTI,1107,MORON,2,1708,0,,,,,4696-0275*
VILLA UDAONDO,CJYP LA QUERENCIA,02-077-013-425,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP LA QUERENCIA CASTELAR NORTE,LOS TALAS *,87,ITUZAINGO,2,1714,0,,,,,15-6807-3989*
VILLA UDAONDO,LA QUERENCIA,02-077-013-425,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP LA QUERENCIA CASTELAR NORTE,LOS TALAS *,87,ITUZAINGO,2,1714,0,,,,,15-6807-3989*
ITUZAINGÓ,CJYP ITUZAINGO NORTE,02-077-007-218,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CENTRO DE JYP ITUZAINGO NORTE,LAS HERAS,844,ITUZAINGÓ,2,1714,0,,,,,REF.  4624-4991*
MORENO,CJYP BUENAS ONDAS,02-076-001-171,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JP Y 3ª EDAD BUENAS ONDAS,MEXICO,268,MORENO,2,1744,1,,,,,
MORENO,BUENAS ONDAS,02-076-001-171,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JP Y 3ª EDAD BUENAS ONDAS,MEXICO,268,MORENO,2,1744,1,,,,,
CASTELAR SUR,LOS HERMANOS,02-077-002-127,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP LOS HERMANOS,GIANASTACIO*,3716,MORON,2,1712,0,,,,,
VILLA TESSEI,CJYP ASUNCION,02-077-011-882,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE BARRIO ASUNCION,JUAN DE SALAZAR *,666,HURLINGHAM,2,1688,0,,,,,
HAEDO,D. F. SARMIENTO,02-077-008-451,,1101 - GIMNASIA,C JYP DOMINGO FAUSTINO SARMIENTO,BELISARIO ROLDAN,1576,MORON,2,1706,0,,,,,4659-3304*
MORENO,CJYP EL REMANSO DE MORENO,02-076-001-170,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP EL REMANSO EN MORENO,SALVADOR PIOVANO,641,MORENO,2,1744,3,,,,,156-887-9641*
VILLA TESSEI,CJYP UNICO DE VILLA TESEI,02-077-011-266,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C UNICO JYP DE CIUDAD DE SANTOS TESSEI,STEPHAN ZWEIG *,2064,MORON,2,1688,0,,,,,
SAN ANTONIO DE PADUA,UNION DE JYP DE SAN ANTONIO DE PADUA,02-074-013-245,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,UNION DE JYP DE SAN ANTONIO DE PADUA,FRAY MAMERTO ESQUIU,766,MERLO,2,1718,3,,,,,0220-482-9735*
SAN ANTONIO DE PADUA,CJYP ESMERALDA SUD,02-074-013-877,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP LA ESMERALDA SUD,LISANDRO DE LA TORRE,856,MERLO,2,1718,3,,,,,REF. 0220-4820455*
HURLINGHAM,CJYP BARRIO EL DESTINO,02-077-006-120,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JPYR BARRIO EL DESTINO,EL JAGUEL,3361,MORON,2,1686,0,,,,,
ITUZAINGO,CJYP UNION Y FRATERNIDAD,02-077-007-006,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP UNION Y FRATERNIDAD,PAUL GROUSSAC *,2350,MORON,2,1714,0,,,,,4624-6415 *
MERLO,CMERLO SUR DE JUB Y PENS DE MERLO,02-074-001-910,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C MERLO SUR DE JYP DE MERLO, AV. 25 DE MAYO *,1143,MERLO,2,1722,3,,,,,4450-0120*
SAN ANTONIO DE PADUA,NUCLEAMIENTO DE J. Y P. DE PADUA Y LIBERTAD,02-074-013-079,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,NUCLEAMIENTO DE JYP DE PADUA Y LIBERTAD,LLAVALLOL DE ACOSTA *,450,MERLO,2,1718,3,,,,,0220-4944811*
CASTELAR,CJYP ZEBALLOS,02-077-002-018,1113 - Tai Chi,1113 - TAI CHI,C JPYR ZEBALLOS,REVOREDO,1342,MORON,2,1712,0,,,,,4623-1887*
PONTEVEDRA -LIBERTAD,CASA DE SANTA MARTA,02-074-006-029,1101 - Gimnasia,1101 - GIMNASIA,C JYP CASA DE SANTA MARTA,ZABALETA,1960,MERLO,2,1716,3,,,,,0220-4494-9455
PONTEVEDRA -LIBERTAD,CASA DE SANTA MARTA,02-074-006-029,,1408 - ARTESANÍAS / MANUALIDADES,C JYP CASA DE SANTA MARTA,ZABALETA,1960,MERLO,2,1716,3,,,,,0220-4494-9455
SAN ANTONIO DE PADUA,CJYP NUCLEAMIENTO DE JYP DE PADUA Y LIBERTAD,02-074-013-079,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,NUCLEAMIENTO DE JYP DE PADUA Y LIBERTAD,LLAVALLOL DE ACOSTA *,450,MERLO,2,1718,3,,,,,0220-4944811*
MERLO,CJYP EMMANUEL,02-074-002-074,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP EMMANUEL,PODESTA,655,MERLO,2,1723,3,,,,FERRARI,REF. 0220-4499-5268*
VILLA TESSEI,CJYP ENCUENTRO LA AMISTAD,02-077-011-041,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CENTRO DE LA 3ª EDAD ENCUENTRO DE LA AMISTAD,GARRIGOS,4424,MORON,2,1688,0,,,,,15-6648-2915*
MORON,CJYP IMAN,02-077-001-071,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP IMAN,CASA SANTA MARTA,2163,MORON,2,1708,0,,,,, 4690-3302*
HURLINGHAM,CJYP LUZ DE PRIMAVERA,02-077-006-208,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,"CENTRO DE JYP ""LUZ DE PRIMAVERA""",BUSTAMANTE,2261,HURLINGHAM,2,1686,0,,,,,4662-6426*
HAEDO,CJYP VILLA RIVADAVIA,02-077-008-284,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP DE VILLA RIVADAVIA,OSVALDO MAGNASCO,933,MORON,2,1706,0,,,,,4659-0114**
PASO DEL REY,EMILIO MITRE DEL PARTIDO DE MORENO,02-076-009-004,,1101 - GIMNASIA,CENTRO DE  JYP EMILIO MITRE DEL PARTIDO DE MORENO,BOULEVARD  ALCORTA,645,MORENO,2,1744,2,,,,,
MORON,CJYP EL ENCUENTRO,02-077-001-017,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP EL ENCUENTRO,AZUL,2810,MORON,2,1708,0,,,,,4645-1300*
MORON,MUTUALISTA DE MORËN,02-077-001-085,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C MUT JYP DE MORON,SUCRE,464,MORON,2,1708,0,,,,,REF. 4483-0214*
VILLA TESEI,CJYP 10 DE AGOSTO,02-077-011-156,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP 10 DE AGOSTO,MARIO BRAVO,662,HURLINGHAM,2,1688,0,,,,,4486-0802*
LIBERTAD,CJYP UNIDOS DE LIBERTAD,02-074-006-065,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP UNIDOS DE LIBERTAD,HABANA,1880,MERLO,2,1716,3,,,,,0220-494-9565
MARIANO ACOSTA,CJYPESPERANZA,02-074-008-883,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C ESPERANZA DE JYP,GENOVA *,758,MERLO,2,1723,3,,,,,REF. 0220-4998266*
EL PALOMAR,CJYP ALAS ARGENTINAS,02-077-004-903,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP ALAS ARGENTINAS,RAMOS MEJIA *,929,MORON,2,1684,0,,,,,
MERLO,ASOC. DE JUB. Y PENS. ALGO PARA RECORDAR,02-074-001-882,,1101 - GIMNASIA,ASOC CIVIL JYP ALGO PARA RECORDAR,TELLIER,736,MERLO,2,1722,3,,,,,4890265*
HURLINGHAM,CJYP SOL DE MAYO,02-077-006-924,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JP Y RET SOL DE MAYO,PEDRO DE MENDOZA *,1101,HURLINGHAM,2,1686,0,,,,,
ITUZAINGO,CJYP VILLA ALBERDI,02-077-007-027,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP VILLA ALBERDI,LEON BLOY Y FLEMING *,650,ITUZAINGO,2,1714,0,,,,,4624-8562*
MERLO NORTE,RINCËN DEL LAGO,02-074-016-225,,1101 - GIMNASIA,CTRO DE JYP RINCON DEL LAGO,GUEMES,S/N,MERLO,2,1722,0,,,,,
LIBERTAD,CJYP NUESTRA SEÐORA DE GUADALUPE,02-074-006-031,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP NTRA SRA DE GUADALUPE,WARNES*,655,MERLO,2,1716,3,,,,,0220-497-0203*
MORON,CJYP LA MERCED,02-077-001-104,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP LA MERCED,AZUL,973,MORON,2,1708,0,,,,,4696-2148**
ITUZAINGO NORTE,MAR═A EVA,02-077-007-196,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,CENTRO DE JYP. MARÍA EVA,BACACAY  *,1009,ITUZAINGO,2,1714,0,,,,,4624-1782/7621
MERLO,CLUB DE LA TERCERA EDAD DE MERLO,02-074-001-222,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,CLUB DE LA 3ª EDAD JYP MERLO,GUEMES,1830,MERLO,2,1722,0,,,,,0220-482-6250* CTRO
